age,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,job_n,marital_n,education_n,default_n,housing_n,loan_n,poutcome_n
33,-2.9,92.201,-31.4,0.854,2,0,1,0,1,0,0
25,1.4,93.918,-42.7,4.963,1,1,3,0,0,1,0
39,1.4,93.918,-42.7,4.96,2,0,1,0,1,0,0
38,1.1,93.994,-36.4,4.856,3,1,6,1,1,0,0
37,1.4,93.444,-36.1,4.963,4,0,4,0,1,0,0
33,1.4,94.465,-41.8,4.961,2,0,6,0,0,1,0
41,-1.8,93.075,-47.1,1.405,2,1,4,0,1,1,0
57,1.1,93.994,-36.4,4.857,3,0,3,0,1,0,0
30,1.4,93.918,-42.7,4.963,2,1,1,0,0,0,0
55,1.4,94.465,-41.8,4.866,5,0,4,0,1,0,0
42,1.1,93.994,-36.4,4.857,3,0,5,0,0,1,0
34,-1.8,93.075,-47.1,1.405,2,2,1,0,0,0,0
48,1.1,93.994,-36.4,4.858,3,0,3,1,1,0,0
33,-1.8,93.075,-47.1,1.365,3,1,0,0,0,0,0
32,1.4,93.918,-42.7,4.963,4,1,6,0,1,0,0
38,1.4,94.465,-41.8,4.865,3,0,2,0,0,0,0
52,1.1,93.994,-36.4,4.864,8,0,6,0,0,0,0
36,1.1,93.994,-36.4,4.857,1,0,1,0,0,1,0
52,1.4,94.465,-41.8,4.947,8,0,4,0,0,0,0
40,1.4,94.465,-41.8,4.865,10,0,6,1,1,0,0
53,-0.1,93.2,-42.0,4.12,6,0,0,0,1,0,0
26,1.4,93.918,-42.7,4.96,0,0,0,0,1,0,0
31,1.4,93.444,-36.1,4.968,2,0,1,0,0,0,0
59,1.4,93.918,-42.7,4.962,2,0,5,1,1,0,0
49,-0.1,93.2,-42.0,4.191,10,0,6,0,1,0,0
35,1.4,93.918,-42.7,4.968,8,0,6,0,0,0,0
33,-1.8,93.075,-47.1,1.41,4,0,4,0,0,1,1
38,1.4,94.465,-41.8,4.962,3,0,2,0,0,0,0
31,-1.8,92.893,-46.2,1.327,3,0,3,0,1,0,0
27,1.4,93.918,-42.7,4.958,2,1,6,0,1,0,0
50,-1.8,93.075,-47.1,1.41,3,0,3,1,1,0,1
55,1.4,94.465,-41.8,4.967,7,0,0,1,1,1,0
27,1.4,94.465,-41.8,4.961,2,1,1,1,1,0,0
34,-2.9,92.201,-31.4,0.843,2,0,6,0,1,0,0
48,1.4,93.918,-42.7,4.962,2,1,6,0,1,1,0
33,1.4,93.918,-42.7,4.963,11,0,1,0,0,0,0
31,1.4,93.444,-36.1,4.965,4,1,4,0,1,0,0
42,1.1,93.994,-36.4,4.859,3,0,2,1,0,0,0
32,-2.9,92.963,-40.8,1.26,8,1,6,0,1,0,0
34,1.4,93.444,-36.1,4.963,4,0,4,0,0,0,0
35,1.1,93.994,-36.4,4.858,4,0,6,1,0,0,0
30,-0.1,93.2,-42.0,4.153,7,0,1,0,1,1,0
29,-1.7,94.215,-40.3,0.84,2,1,6,0,1,0,0
48,1.1,93.994,-36.4,4.859,2,0,6,0,1,1,0
30,1.4,93.918,-42.7,4.963,4,1,6,0,1,0,0
32,1.4,94.465,-41.8,4.864,2,1,6,0,0,0,0
47,1.4,94.465,-41.8,4.865,2,0,6,0,0,0,0
30,-1.8,93.369,-34.8,0.646,8,0,6,0,1,0,0
44,1.4,94.465,-41.8,4.967,2,0,1,0,0,0,0
53,1.4,93.918,-42.7,4.963,3,0,2,0,0,0,0
23,-1.8,92.893,-46.2,1.313,11,1,3,0,0,0,1
34,-1.8,93.075,-47.1,1.405,4,2,4,0,1,0,1
25,1.4,93.918,-42.7,4.963,2,1,1,0,1,0,0
47,-1.8,92.893,-46.2,1.334,3,0,0,0,1,0,0
29,-1.8,92.893,-46.2,1.299,1,1,1,0,1,0,0
42,-0.1,93.2,-42.0,4.191,2,1,1,0,1,0,1
26,-1.8,92.893,-46.2,1.25,0,1,5,0,1,1,1
36,-1.8,92.893,-46.2,1.354,2,0,1,0,1,0,0
40,-1.8,92.893,-46.2,1.344,3,0,2,0,0,0,2
33,-2.9,92.469,-33.6,1.059,2,1,6,0,0,0,0
33,1.4,93.918,-42.7,4.962,1,0,3,0,1,0,0
40,1.1,93.994,-36.4,4.856,4,0,4,0,0,0,0
45,1.4,93.444,-36.1,4.965,2,1,6,0,0,0,0
50,-0.1,93.2,-42.0,4.153,0,0,0,0,0,0,0
25,1.4,93.918,-42.7,4.962,3,0,3,0,1,0,0
28,1.4,94.465,-41.8,4.962,2,0,6,0,0,0,0
53,1.4,94.465,-41.8,4.967,3,0,0,0,0,0,0
35,1.4,94.465,-41.8,4.961,3,0,1,1,0,0,0
46,-1.8,93.075,-47.1,1.466,8,1,6,1,0,0,0
53,1.4,93.444,-36.1,4.964,2,0,0,0,0,0,0
57,1.4,93.918,-42.7,4.962,5,0,0,1,1,1,0
49,1.4,93.918,-42.7,4.96,2,0,6,1,0,0,0
50,-0.1,93.2,-42.0,4.076,7,3,3,0,0,0,1
44,-1.8,93.075,-47.1,1.479,1,0,1,0,1,0,1
28,-1.8,92.893,-46.2,1.25,3,1,2,0,1,1,0
47,1.4,93.444,-36.1,4.965,8,0,6,0,0,0,0
31,-1.8,92.893,-46.2,1.334,3,1,1,0,0,0,1
31,-2.9,92.201,-31.4,0.883,2,1,6,0,0,0,0
29,1.4,93.918,-42.7,4.968,2,1,6,0,0,0,0
32,1.4,93.444,-36.1,4.965,2,1,6,0,0,0,0
27,-1.8,92.893,-46.2,1.327,3,1,3,1,1,0,0
65,-3.4,92.431,-26.9,0.728,0,0,0,0,2,2,0
49,1.4,93.444,-36.1,4.968,3,0,1,0,0,0,0
25,1.4,93.918,-42.7,4.968,11,1,1,0,0,0,0
33,1.4,93.918,-42.7,4.962,1,1,1,0,1,0,0
19,-1.8,92.893,-46.2,1.344,11,1,1,1,0,1,0
40,-0.1,93.2,-42.0,4.12,3,0,2,0,2,2,0
32,1.4,93.918,-42.7,4.961,3,0,0,0,0,1,0
44,1.4,93.918,-42.7,4.961,10,0,1,0,1,0,0
34,1.1,93.994,-36.4,4.857,3,0,3,0,1,0,0
34,1.4,93.918,-42.7,4.963,1,1,1,1,0,0,0
35,-3.4,92.379,-29.8,0.753,2,0,6,0,1,0,0
45,1.1,93.994,-36.4,4.857,4,0,6,0,1,1,0
31,-0.1,93.2,-42.0,4.12,4,1,6,0,1,0,0
38,1.4,93.918,-42.7,4.963,1,2,1,0,0,0,0
29,-0.1,93.2,-42.0,4.021,6,0,6,0,0,0,0
26,1.1,93.994,-36.4,4.857,1,1,3,0,1,1,0
32,1.4,94.465,-41.8,4.865,3,1,0,0,1,1,0
40,-1.8,92.893,-46.2,1.27,2,1,6,0,1,0,0
42,1.4,94.465,-41.8,4.947,3,0,3,0,1,1,0
26,-1.8,92.893,-46.2,1.327,3,0,3,1,0,0,0
29,1.4,93.918,-42.7,4.962,2,0,1,1,0,0,0
32,-2.9,92.963,-40.8,1.262,1,1,4,0,1,0,1
50,-2.9,92.469,-33.6,0.914,8,0,5,0,2,2,0
32,-1.8,93.075,-47.1,1.405,5,0,0,0,1,0,0
49,-3.4,92.379,-29.8,0.788,2,0,1,0,0,0,2
49,1.1,93.994,-36.4,4.86,2,2,1,0,0,0,0
33,1.4,93.918,-42.7,4.962,4,1,1,0,1,0,0
45,1.4,93.918,-42.7,4.963,0,2,0,1,1,0,0
48,1.1,93.994,-36.4,4.856,2,2,1,0,0,0,0
48,1.4,93.444,-36.1,4.964,1,0,0,1,1,0,0
50,1.4,93.444,-36.1,4.97,8,0,0,1,1,0,0
36,-1.8,92.893,-46.2,1.313,4,0,6,0,1,0,1
41,1.4,93.444,-36.1,4.965,8,0,4,0,0,0,0
49,1.4,93.918,-42.7,4.957,3,2,5,1,1,0,0
56,-0.1,93.2,-42.0,4.153,4,0,4,1,2,2,1
52,1.4,93.918,-42.7,4.962,1,0,1,1,1,0,0
47,1.4,93.444,-36.1,4.965,8,0,6,0,0,0,0
31,1.1,93.994,-36.4,4.857,2,1,6,0,0,0,0
36,1.4,94.465,-41.8,4.959,4,0,4,0,0,0,0
53,-1.8,92.893,-46.2,1.334,4,2,6,0,1,0,1
45,1.4,94.465,-41.8,4.959,3,0,2,1,1,0,0
37,-1.8,92.893,-46.2,1.344,4,0,6,0,0,0,0
47,1.4,93.918,-42.7,4.962,3,0,0,1,0,1,0
34,1.4,94.465,-41.8,4.967,3,0,2,1,0,0,0
43,-1.8,93.075,-47.1,1.445,8,0,1,1,1,0,0
45,1.1,93.994,-36.4,4.857,3,2,0,0,0,0,0
26,1.1,93.994,-36.4,4.855,4,0,1,0,1,0,0
31,-1.8,93.749,-34.6,0.663,11,1,6,0,1,1,2
36,1.4,94.465,-41.8,4.959,2,0,4,0,0,0,0
24,-1.8,92.893,-46.2,1.281,3,1,3,0,1,0,0
34,1.4,93.444,-36.1,4.965,2,1,6,0,1,0,0
31,-1.8,93.075,-47.1,1.365,4,0,4,0,1,0,0
31,1.1,93.994,-36.4,4.858,3,0,3,0,2,2,0
28,1.1,93.994,-36.4,4.86,3,0,3,0,0,0,0
39,1.1,93.994,-36.4,4.857,0,0,0,1,0,0,0
53,-0.1,93.2,-42.0,4.12,6,0,0,0,1,0,0
33,1.4,93.444,-36.1,4.965,4,0,6,0,1,0,0
54,1.1,93.994,-36.4,4.856,0,2,0,0,0,0,0
46,1.1,93.994,-36.4,4.859,3,0,2,0,0,0,0
83,-1.7,94.215,-40.3,0.835,5,0,6,0,1,0,2
35,1.1,93.994,-36.4,4.856,1,2,4,1,0,0,0
45,-1.8,93.075,-47.1,1.41,3,0,0,0,0,0,1
50,1.4,93.444,-36.1,4.965,2,0,0,1,1,0,0
41,-0.1,93.2,-42.0,4.12,6,0,6,0,0,0,1
36,1.4,93.918,-42.7,4.962,3,0,1,0,1,0,0
57,1.4,93.918,-42.7,4.96,6,2,6,1,0,1,0
36,1.4,93.918,-42.7,4.963,2,2,6,1,1,0,0
29,-1.8,92.893,-46.2,1.299,2,2,3,0,0,0,1
39,-1.8,92.893,-46.2,1.25,8,0,3,0,1,0,0
42,1.4,93.918,-42.7,4.958,1,0,1,0,0,0,0
29,-0.1,93.2,-42.0,4.12,1,0,1,0,0,0,0
45,-1.8,92.893,-46.2,1.327,4,2,1,0,1,0,0
38,1.1,93.994,-36.4,4.856,4,1,4,0,0,0,0
33,1.4,93.918,-42.7,4.96,3,0,5,0,0,0,0
32,1.1,93.994,-36.4,4.859,1,1,1,0,0,0,0
45,1.4,94.465,-41.8,4.864,3,0,0,1,1,1,0
31,1.4,94.465,-41.8,4.959,0,0,0,1,2,2,0
54,1.4,93.918,-42.7,4.962,8,2,1,1,0,0,0
40,-1.8,93.075,-47.1,1.405,3,1,2,1,0,1,0
51,1.1,93.994,-36.4,4.856,4,0,4,0,1,0,0
30,1.1,93.994,-36.4,4.855,4,1,2,1,1,0,0
37,-1.8,92.893,-46.2,1.281,4,2,4,0,1,1,0
47,1.4,94.465,-41.8,4.961,3,0,2,0,1,0,0
27,-1.8,92.893,-46.2,1.313,4,0,4,0,0,1,1
34,-1.8,92.893,-46.2,1.264,4,1,4,0,0,1,1
33,1.4,94.465,-41.8,4.865,3,0,2,0,1,0,0
31,1.1,93.994,-36.4,4.855,6,0,6,0,1,1,0
36,1.1,93.994,-36.4,4.857,3,0,3,0,0,0,0
50,1.1,93.994,-36.4,4.857,1,2,4,0,0,0,0
44,-0.1,93.2,-42.0,4.021,4,1,4,0,1,0,0
30,1.4,94.465,-41.8,4.967,1,2,3,0,0,0,0
28,1.4,93.918,-42.7,4.962,1,0,1,0,0,0,0
44,-0.1,93.2,-42.0,4.191,6,0,1,0,1,0,0
24,-1.8,92.893,-46.2,1.266,3,1,3,0,0,0,0
38,1.4,93.918,-42.7,4.961,1,1,6,0,0,0,0
56,1.4,93.444,-36.1,4.968,4,0,4,0,1,0,0
48,-0.1,93.2,-42.0,4.191,1,2,1,1,1,0,0
51,1.4,93.444,-36.1,4.963,9,0,5,1,1,0,0
23,1.4,93.918,-42.7,4.963,2,1,4,0,1,0,0
49,1.1,93.994,-36.4,4.855,4,0,4,0,0,0,0
69,-3.4,92.649,-30.1,0.715,5,0,1,0,0,0,0
36,1.1,93.994,-36.4,4.858,1,1,2,1,1,1,0
48,-1.8,92.893,-46.2,1.344,3,0,3,0,1,0,0
34,-1.1,94.199,-37.5,0.879,4,0,4,0,1,0,0
56,1.4,93.444,-36.1,4.963,5,0,0,1,0,0,0
46,1.1,93.994,-36.4,4.857,8,0,3,1,0,1,0
47,1.4,94.465,-41.8,4.959,9,0,5,1,1,0,0
58,-1.8,92.893,-46.2,1.244,2,0,6,0,0,0,0
31,1.4,93.918,-42.7,4.962,3,1,3,0,1,0,0
37,-1.8,92.893,-46.2,1.299,3,0,2,0,0,0,0
43,-2.9,92.963,-40.8,1.262,2,0,6,0,1,1,0
45,-0.1,93.2,-42.0,4.076,3,0,3,0,0,0,0
38,1.4,93.444,-36.1,4.965,4,1,1,1,0,0,0
37,-1.8,92.893,-46.2,1.291,4,1,6,0,0,1,0
67,-1.1,94.601,-49.5,1.008,5,2,0,0,1,0,1
42,1.4,94.465,-41.8,4.96,0,0,5,1,1,0,0
46,1.4,94.465,-41.8,4.959,0,0,0,0,0,0,0
36,-1.8,93.075,-47.1,1.405,4,0,1,0,0,0,0
43,1.1,93.994,-36.4,4.859,3,1,3,0,1,0,0
68,-3.4,92.379,-29.8,0.741,5,1,6,0,1,0,0
38,-3.4,92.649,-30.1,0.714,2,0,6,0,0,0,0
42,-1.8,92.893,-46.2,1.334,3,1,3,0,1,1,0
33,-1.8,92.893,-46.2,1.327,2,0,1,0,1,0,0
24,-1.8,92.893,-46.2,1.334,11,1,3,0,0,0,0
45,-1.8,93.075,-47.1,1.423,3,0,3,1,1,0,0
24,1.4,94.465,-41.8,4.962,1,1,1,0,1,0,0
41,-1.8,93.075,-47.1,1.405,2,0,1,0,1,1,0
51,1.1,93.994,-36.4,4.856,7,0,3,1,1,0,0
44,1.4,94.465,-41.8,4.962,2,1,1,0,0,0,0
42,1.4,93.918,-42.7,4.957,2,1,6,1,1,0,0
41,1.1,93.994,-36.4,4.858,3,2,3,0,0,0,0
29,-1.8,93.876,-40.0,0.685,11,1,6,0,1,0,1
48,1.4,93.444,-36.1,4.966,2,0,6,0,1,0,0
36,-1.8,92.893,-46.2,1.266,3,0,3,0,1,0,0
43,1.4,93.918,-42.7,4.961,6,2,6,0,1,0,0
43,-0.1,93.2,-42.0,4.021,1,1,1,1,1,0,0
34,1.4,93.444,-36.1,4.965,2,0,6,0,1,0,0
40,1.1,93.994,-36.4,4.856,3,0,3,1,1,0,0
53,1.1,93.994,-36.4,4.857,4,0,4,1,1,0,0
39,1.4,93.444,-36.1,4.963,2,0,6,0,0,0,0
55,1.1,93.994,-36.4,4.857,5,0,1,0,0,0,0
37,1.1,93.994,-36.4,4.857,3,0,2,0,1,0,0
30,-0.1,93.2,-42.0,4.076,2,2,1,0,1,0,0
50,-1.8,92.893,-46.2,1.327,3,0,4,0,1,0,1
35,1.4,94.465,-41.8,4.961,2,0,1,0,1,1,0
53,1.4,93.918,-42.7,4.963,1,0,4,0,1,0,0
38,-1.8,92.843,-50.0,1.726,4,0,4,0,0,1,0
31,1.4,93.444,-36.1,4.966,2,0,6,0,1,0,0
39,1.4,93.444,-36.1,4.97,0,0,0,0,0,1,0
47,-0.1,93.2,-42.0,4.153,6,0,6,0,0,0,0
30,1.4,93.444,-36.1,4.963,8,1,6,0,1,0,0
53,1.4,94.465,-41.8,4.958,4,0,5,0,0,0,0
54,-1.8,92.893,-46.2,1.291,6,2,4,0,1,0,0
27,-1.7,94.215,-40.3,0.79,1,1,1,0,2,2,1
44,1.4,93.444,-36.1,4.965,3,0,2,0,0,0,0
36,1.4,93.918,-42.7,4.963,6,0,6,0,0,1,0
48,1.4,94.465,-41.8,4.864,3,0,4,0,0,0,0
46,1.4,93.918,-42.7,4.962,4,2,6,0,0,0,0
42,1.4,94.465,-41.8,4.864,3,0,2,0,0,1,0
45,1.1,93.994,-36.4,4.858,10,0,3,0,0,0,0
37,-1.8,93.075,-47.1,1.406,4,1,1,0,1,0,0
59,-1.8,93.749,-34.6,0.642,3,0,0,0,0,0,1
59,1.4,94.465,-41.8,4.959,5,2,0,1,0,1,0
37,-1.8,93.075,-47.1,1.445,4,0,6,0,1,0,0
42,1.4,93.918,-42.7,4.962,6,0,1,0,0,0,0
45,1.4,93.444,-36.1,4.968,8,0,0,0,1,1,0
44,-1.8,93.075,-47.1,1.453,1,2,1,0,0,0,0
22,1.4,93.918,-42.7,4.96,3,1,3,0,1,0,0
43,1.4,93.918,-42.7,4.962,2,2,1,0,1,0,0
36,1.1,93.994,-36.4,4.857,2,0,1,1,1,0,0
32,-1.8,92.893,-46.2,1.244,2,0,6,0,1,1,1
33,1.4,93.444,-36.1,4.964,8,0,0,0,0,0,0
41,-1.8,92.893,-46.2,1.25,1,0,2,0,1,0,0
27,-1.8,93.075,-47.1,1.405,3,0,3,1,1,0,0
47,1.4,93.444,-36.1,4.968,1,0,1,0,1,0,0
40,1.4,93.918,-42.7,4.968,4,0,6,0,0,0,0
38,-1.1,94.601,-49.5,1.016,2,2,3,0,0,0,1
48,-2.9,92.963,-40.8,1.26,2,0,6,0,1,0,0
29,1.4,93.918,-42.7,4.962,3,1,3,0,0,0,0
29,1.1,93.994,-36.4,4.857,4,0,6,0,1,0,0
59,1.4,93.918,-42.7,4.963,4,2,3,0,1,0,0
60,1.1,93.994,-36.4,4.855,5,0,6,1,1,0,0
60,1.1,93.994,-36.4,4.864,2,0,1,0,1,0,0
25,1.4,93.918,-42.7,4.963,1,1,3,0,0,0,0
41,1.4,93.918,-42.7,4.963,3,2,2,0,0,0,0
44,1.1,93.994,-36.4,4.857,7,0,2,0,1,1,0
36,-1.8,92.893,-46.2,1.299,3,0,2,0,1,0,1
29,-1.8,93.876,-40.0,0.668,11,1,1,0,0,0,2
44,1.4,93.918,-42.7,4.96,10,0,2,1,0,0,0
45,1.4,93.444,-36.1,4.964,3,0,2,0,0,0,0
29,1.4,93.444,-36.1,4.963,2,1,6,0,0,0,0
49,1.1,93.994,-36.4,4.858,0,0,0,0,0,0,0
48,1.4,93.444,-36.1,4.97,3,0,6,0,0,0,0
41,1.4,93.918,-42.7,4.96,2,1,1,0,0,0,0
58,1.4,93.444,-36.1,4.968,3,0,3,0,0,0,0
26,-1.8,92.893,-46.2,1.259,4,1,6,0,0,0,1
35,1.1,93.994,-36.4,4.856,3,0,2,1,1,0,0
38,1.1,93.994,-36.4,4.858,2,2,1,0,1,0,0
39,1.4,94.465,-41.8,4.961,3,0,2,0,1,0,0
48,-0.1,93.2,-42.0,4.12,2,0,6,0,1,0,1
35,1.4,93.918,-42.7,4.962,3,0,1,0,1,0,0
49,1.1,93.994,-36.4,4.857,3,2,0,0,1,0,0
35,-0.1,93.2,-42.0,4.12,3,1,4,0,1,1,1
33,1.4,93.444,-36.1,4.963,2,0,6,0,1,0,0
43,1.4,93.918,-42.7,4.962,2,1,1,0,1,0,0
40,1.4,93.444,-36.1,4.966,2,0,6,0,0,0,0
48,1.4,93.444,-36.1,4.962,3,0,3,0,1,1,0
33,-1.8,92.893,-46.2,1.291,1,2,1,0,1,0,0
30,-0.1,93.2,-42.0,4.076,7,0,6,0,0,0,0
36,1.1,93.994,-36.4,4.857,3,0,2,1,1,0,0
36,1.4,93.444,-36.1,4.965,4,1,4,0,0,0,0
46,-3.4,92.431,-26.9,0.728,3,0,3,0,1,0,1
57,1.4,93.444,-36.1,4.964,4,0,4,0,1,0,0
29,-2.9,92.201,-31.4,0.884,11,1,1,0,2,2,2
65,-1.1,94.601,-49.5,0.985,5,0,0,0,1,1,2
40,-0.1,93.2,-42.0,4.021,1,1,1,1,0,0,0
52,1.4,94.465,-41.8,4.959,4,0,1,0,0,0,0
56,1.4,94.465,-41.8,4.961,5,0,0,0,1,0,0
53,1.4,94.465,-41.8,4.866,4,0,4,1,1,0,0
55,1.4,94.465,-41.8,4.865,3,0,4,1,1,1,0
41,1.1,93.994,-36.4,4.864,6,1,1,0,1,0,0
53,1.4,93.918,-42.7,4.963,6,0,3,1,1,1,0
49,1.4,93.444,-36.1,4.968,4,0,4,1,0,0,0
53,-2.9,92.963,-40.8,1.26,9,0,4,0,0,0,2
39,-0.1,93.2,-42.0,4.076,10,0,6,0,0,0,0
25,-1.8,92.893,-46.2,1.244,11,1,1,0,1,0,0
41,1.4,94.465,-41.8,4.864,3,0,3,1,0,0,0
33,1.1,93.994,-36.4,4.856,6,1,6,0,1,1,0
64,-1.8,93.075,-47.1,1.445,4,0,4,0,1,0,0
39,1.4,93.444,-36.1,4.965,2,0,6,0,1,0,0
36,-1.8,93.075,-47.1,1.423,3,0,3,0,0,0,0
45,1.4,94.465,-41.8,4.866,8,0,6,1,0,0,0
26,-1.1,94.199,-37.5,0.88,2,1,6,0,1,0,0
42,1.1,93.994,-36.4,4.856,2,1,1,0,0,0,0
30,-1.8,93.075,-47.1,1.483,2,0,6,0,0,0,0
53,1.4,93.918,-42.7,4.962,6,0,5,0,1,1,0
59,-1.7,94.215,-40.3,0.885,6,0,0,0,1,0,0
41,1.4,94.465,-41.8,4.961,9,1,2,1,0,1,0
33,-1.8,92.893,-46.2,1.266,2,1,1,0,1,0,0
35,1.1,93.994,-36.4,4.857,2,1,1,0,1,0,0
35,-0.1,93.2,-42.0,4.021,2,2,6,0,1,0,0
48,-1.8,92.893,-46.2,1.266,6,2,6,1,0,0,1
42,1.1,93.994,-36.4,4.86,8,0,2,0,1,1,0
39,-1.8,93.075,-47.1,1.405,3,0,0,1,1,0,0
55,1.4,94.465,-41.8,4.961,5,0,6,1,1,0,0
23,1.4,93.918,-42.7,4.961,6,1,6,0,1,0,0
44,-1.8,92.893,-46.2,1.344,2,0,6,0,1,0,0
31,1.4,93.444,-36.1,4.966,4,0,4,0,0,0,0
23,-3.4,92.431,-26.9,0.722,4,0,4,0,1,1,0
34,1.4,93.918,-42.7,4.963,4,0,1,0,0,0,0
33,1.4,93.918,-42.7,4.962,8,0,6,0,0,0,0
26,1.4,93.918,-42.7,4.957,2,1,1,0,0,1,0
29,-3.4,92.649,-30.1,0.714,11,1,4,0,1,1,2
31,-0.1,93.2,-42.0,4.076,6,1,6,0,1,0,0
59,1.4,93.444,-36.1,4.967,0,0,0,1,1,0,0
43,1.4,93.444,-36.1,4.965,2,0,1,0,1,0,0
31,1.4,94.465,-41.8,4.866,1,0,1,1,1,0,0
51,1.4,94.465,-41.8,4.865,1,0,1,0,0,1,0
52,1.4,94.465,-41.8,4.864,6,2,6,0,0,0,0
42,-1.8,92.893,-46.2,1.281,1,1,2,0,1,1,0
51,1.1,93.994,-36.4,4.856,2,0,1,1,0,0,0
35,-1.7,94.055,-39.8,0.739,4,2,4,0,0,0,1
43,-1.8,92.893,-46.2,1.291,3,0,2,0,0,0,0
43,1.1,93.994,-36.4,4.864,2,0,6,0,0,0,0
44,-1.8,93.075,-47.1,1.41,2,1,1,0,1,0,1
28,1.4,93.918,-42.7,4.963,8,0,6,0,1,0,0
23,1.4,93.918,-42.7,4.963,3,1,1,0,0,0,0
34,-1.8,92.893,-46.2,1.327,3,0,3,1,0,0,0
45,-1.8,93.075,-47.1,1.466,2,0,1,0,1,0,0
39,-2.9,92.963,-40.8,1.266,2,0,6,0,0,0,0
29,-1.7,94.215,-40.3,0.835,3,1,2,0,1,0,0
40,-2.9,92.201,-31.4,0.821,4,0,1,0,1,0,1
37,-2.9,92.963,-40.8,1.266,10,0,2,0,1,0,0
31,1.1,93.994,-36.4,4.855,3,1,3,0,0,0,0
37,1.4,93.918,-42.7,4.962,2,0,6,1,0,0,0
34,1.4,93.444,-36.1,4.963,4,0,4,1,1,0,0
36,1.4,94.465,-41.8,4.961,3,1,2,0,1,0,0
53,-1.8,92.893,-46.2,1.281,3,0,2,1,1,0,0
51,-0.1,93.2,-42.0,4.021,2,0,1,0,1,0,0
25,-1.8,93.075,-47.1,1.365,2,1,6,0,0,1,0
38,1.4,94.465,-41.8,4.961,4,0,1,0,0,0,0
46,1.4,93.444,-36.1,4.962,2,0,1,0,0,0,0
53,1.4,94.465,-41.8,4.962,6,2,6,0,2,2,0
40,-1.8,92.893,-46.2,1.25,2,2,1,0,1,0,0
50,1.1,93.994,-36.4,4.859,2,0,1,0,0,1,0
32,1.4,93.918,-42.7,4.963,3,2,2,1,1,0,0
33,1.4,93.444,-36.1,4.965,6,0,6,0,0,0,0
32,1.4,93.444,-36.1,4.963,2,1,6,0,1,1,0
40,1.4,93.918,-42.7,4.962,4,2,4,0,0,0,0
46,-0.1,93.2,-42.0,4.021,2,0,6,0,1,0,0
34,1.4,93.444,-36.1,4.963,4,0,1,0,0,0,0
35,-1.8,92.893,-46.2,1.266,4,0,4,0,1,0,1
57,1.4,93.444,-36.1,4.964,5,0,4,1,0,0,0
28,1.4,93.918,-42.7,4.955,3,0,2,0,0,0,0
36,1.1,93.994,-36.4,4.855,1,2,6,0,0,0,0
42,-1.8,93.075,-47.1,1.453,4,2,4,0,1,0,1
45,1.1,93.994,-36.4,4.856,2,0,3,1,1,0,0
36,1.4,94.465,-41.8,4.962,1,0,1,1,1,1,0
42,1.1,93.994,-36.4,4.86,3,2,3,0,0,0,0
56,1.4,94.465,-41.8,4.967,3,0,0,1,0,0,0
34,1.4,93.918,-42.7,4.963,4,0,4,1,1,0,0
39,1.4,93.918,-42.7,4.96,3,0,4,0,0,0,0
38,1.4,93.918,-42.7,4.962,3,0,1,0,0,0,0
51,1.4,94.465,-41.8,4.865,6,0,6,0,1,1,0
31,-0.1,93.2,-42.0,4.12,7,1,4,0,1,0,2
32,-0.1,93.2,-42.0,4.021,2,1,6,0,1,1,0
30,1.4,93.918,-42.7,4.962,3,0,1,1,1,0,0
31,-1.7,94.215,-40.3,0.885,11,1,6,0,0,0,2
41,-1.8,92.893,-46.2,1.25,3,0,3,1,1,0,0
44,1.4,93.918,-42.7,4.962,3,1,6,1,1,1,0
39,1.1,93.994,-36.4,4.859,2,0,1,0,0,0,0
46,-1.8,92.893,-46.2,1.334,1,2,3,0,0,0,1
44,1.1,93.994,-36.4,4.855,1,2,1,1,1,0,0
50,1.1,93.994,-36.4,4.857,3,0,0,1,2,2,0
26,1.1,93.994,-36.4,4.855,3,1,1,0,0,0,0
34,1.4,93.444,-36.1,4.964,4,0,1,0,1,0,0
30,1.1,93.994,-36.4,4.855,3,1,3,0,1,0,0
29,-0.1,93.2,-42.0,4.076,2,1,6,0,1,0,0
34,-1.8,92.893,-46.2,1.244,2,0,6,0,0,1,0
29,1.4,94.465,-41.8,4.959,3,1,4,0,0,0,0
43,1.1,93.994,-36.4,4.857,3,0,0,0,1,0,0
48,1.4,93.444,-36.1,4.964,1,0,1,0,1,0,0
30,1.4,93.918,-42.7,4.962,4,1,4,0,1,0,0
31,-2.9,92.963,-40.8,1.262,2,1,6,0,0,0,0
55,1.1,93.994,-36.4,4.858,2,0,1,0,1,0,0
31,-0.1,93.2,-42.0,4.076,3,0,3,1,0,0,0
36,1.4,93.918,-42.7,4.96,3,1,3,1,1,0,0
30,1.4,94.465,-41.8,4.961,4,2,1,0,1,1,0
30,-1.8,92.893,-46.2,1.266,3,0,2,0,0,1,1
31,-1.8,92.893,-46.2,1.266,4,1,3,0,1,0,2
33,1.4,93.444,-36.1,4.963,2,0,6,0,0,0,0
56,1.4,93.918,-42.7,4.962,3,0,0,0,1,0,0
23,1.4,93.918,-42.7,4.958,6,1,6,0,1,1,0
31,-1.8,92.893,-46.2,1.281,1,1,2,0,1,0,0
41,1.1,93.994,-36.4,4.857,1,0,1,1,1,0,0
20,-1.7,94.215,-40.3,0.846,11,1,3,0,1,0,2
